PurchaseOrder,PurchaseOrderCreationDate,VendorKey,PlantKey,MaterialKey,MaterialPlantKey,PurchaseOrderQuantity,PlannedGoodsReceiptDate,ActualGoodsReceiptDate,PlannedArrivalDateYard,ActualArrivalDateYard,PlannedVendorShipmentDate,ActualVendorShipmentDate
4500006988,11 12 2023,1001,4,1,10004,72,3 01 2024,3 01 2024,1 01 2024,1 01 2024,31 12 2023,31 12 2023
4500006989,17 07 2022,1002,5,1,10005,86,9 08 2022,4 08 2022,7 08 2022,7 08 2022,6 08 2022,6 08 2022
4500006990,31 01 2023,1002,5,2,20005,88,23 02 2023,21 02 2023,21 02 2023,21 02 2023,20 02 2023,20 02 2023
4500006991,23 01 2022,1003,6,1,10006,79,15 02 2022,14 02 2022,13 02 2022,13 02 2022,12 02 2022,12 02 2022
4500006992,17 11 2022,1001,4,2,20004,75,10 12 2022,8 12 2022,8 12 2022,8 12 2022,7 12 2022,7 12 2022
4500006993,16 08 2023,1003,6,2,20006,79,8 09 2023,7 09 2023,6 09 2023,6 09 2023,5 09 2023,5 09 2023
4500006994,30 09 2024,1003,6,1,10006,74,23 10 2024,21 10 2024,21 10 2024,21 10 2024,20 10 2024,20 10 2024
4500006995,12 05 2024,1001,4,1,10004,72,4 06 2024,31 05 2024,2 06 2024,2 06 2024,1 06 2024,1 06 2024
4500006996,10 08 2022,1002,5,1,10005,76,2 09 2022,2 09 2022,31 08 2022,31 08 2022,30 08 2022,30 08 2022
4500006997,2 06 2022,1001,4,2,20004,72,25 06 2022,24 06 2022,23 06 2022,23 06 2022,22 06 2022,22 06 2022
4500006998,14 01 2022,1001,4,1,10004,74,6 02 2022,6 02 2022,4 02 2022,4 02 2022,3 02 2022,3 02 2022
4500006999,26 07 2023,1001,4,1,10004,65,18 08 2023,24 08 2023,16 08 2023,16 08 2023,15 08 2023,15 08 2023
4500007000,12 12 2022,1001,4,1,10004,77,4 01 2023,30 12 2022,2 01 2023,2 01 2023,1 01 2023,1 01 2023
4500007001,10 11 2023,1002,5,1,10005,76,3 12 2023,30 11 2023,1 12 2023,1 12 2023,30 11 2023,30 11 2023
4500007002,6 06 2022,1003,6,1,10006,73,29 06 2022,24 06 2022,27 06 2022,27 06 2022,26 06 2022,26 06 2022
4500007003,19 04 2022,1001,4,1,10004,76,12 05 2022,11 05 2022,10 05 2022,10 05 2022,9 05 2022,9 05 2022
4500007004,18 11 2024,1001,4,1,10004,88,11 12 2024,10 12 2024,9 12 2024,9 12 2024,8 12 2024,8 12 2024
4500007005,10 06 2022,1002,8,1,10008,84,4 07 2022,4 07 2022,2 07 2022,2 07 2022,30 06 2022,30 06 2022
4500007006,2 02 2022,1001,4,1,10004,75,25 02 2022,22 02 2022,23 02 2022,23 02 2022,22 02 2022,22 02 2022
4500007007,1 03 2023,1001,4,1,10004,78,24 03 2023,24 03 2023,22 03 2023,22 03 2023,21 03 2023,21 03 2023
4500007008,28 01 2022,1002,8,1,10008,81,21 02 2022,1 03 2022,19 02 2022,27 02 2022,17 02 2022,25 02 2022
4500007009,12 01 2022,1001,4,1,10004,73,4 02 2022,1 02 2022,2 02 2022,2 02 2022,1 02 2022,1 02 2022
4500007010,8 09 2022,1001,4,1,10004,71,1 10 2022,1 10 2022,29 09 2022,29 09 2022,28 09 2022,28 09 2022
4500007011,2 03 2022,1002,5,1,10005,78,25 03 2022,4 04 2022,23 03 2022,2 04 2022,22 03 2022,1 04 2022
4500007012,10 11 2024,1002,8,1,10008,78,4 12 2024,18 12 2024,2 12 2024,16 12 2024,30 11 2024,14 12 2024
4500007013,26 10 2022,1002,8,1,10008,75,19 11 2022,17 11 2022,17 11 2022,17 11 2022,15 11 2022,15 11 2022
4500007014,19 02 2022,1002,5,1,10005,74,14 03 2022,14 03 2022,12 03 2022,12 03 2022,11 03 2022,11 03 2022
4500007015,12 02 2023,1003,6,2,20006,82,7 03 2023,7 03 2023,5 03 2023,5 03 2023,4 03 2023,4 03 2023
4500007016,10 04 2022,1002,8,1,10008,76,4 05 2022,3 05 2022,2 05 2022,2 05 2022,30 04 2022,30 04 2022
4500007017,15 06 2022,1001,4,1,10004,84,8 07 2022,5 07 2022,6 07 2022,6 07 2022,5 07 2022,5 07 2022
4500007018,18 11 2024,1003,6,1,10006,73,11 12 2024,9 12 2024,9 12 2024,9 12 2024,8 12 2024,8 12 2024
4500007019,28 08 2024,1001,4,1,10004,84,20 09 2024,23 09 2024,18 09 2024,21 09 2024,17 09 2024,20 09 2024
4500007020,20 12 2023,1002,5,1,10005,75,12 01 2024,24 01 2024,10 01 2024,22 01 2024,9 01 2024,21 01 2024
4500007021,18 12 2023,1001,4,1,10004,73,10 01 2024,10 01 2024,8 01 2024,8 01 2024,7 01 2024,7 01 2024
4500007022,7 12 2022,1001,4,1,10004,69,30 12 2022,30 12 2022,28 12 2022,28 12 2022,27 12 2022,27 12 2022
4500007023,8 08 2022,1002,8,1,10008,81,1 09 2022,5 09 2022,30 08 2022,3 09 2022,28 08 2022,28 08 2022
4500007024,24 03 2024,1001,4,1,10004,83,16 04 2024,17 04 2024,14 04 2024,15 04 2024,13 04 2024,14 04 2024
4500007025,19 11 2023,1001,4,1,10004,68,12 12 2023,7 12 2023,10 12 2023,10 12 2023,9 12 2023,9 12 2023
4500007026,19 10 2022,1001,4,1,10004,75,11 11 2022,11 11 2022,9 11 2022,9 11 2022,8 11 2022,8 11 2022
4500007027,27 10 2022,1002,8,2,20008,77,20 11 2022,17 11 2022,18 11 2022,18 11 2022,16 11 2022,16 11 2022
4500007028,30 03 2023,1002,5,1,10005,74,22 04 2023,21 04 2023,20 04 2023,20 04 2023,19 04 2023,19 04 2023
4500007029,23 12 2023,1001,4,1,10004,74,15 01 2024,11 01 2024,13 01 2024,13 01 2024,12 01 2024,12 01 2024
4500007030,24 12 2022,1002,8,1,10008,78,17 01 2023,31 01 2023,15 01 2023,29 01 2023,13 01 2023,13 01 2023
4500007031,9 07 2024,1002,8,1,10008,72,2 08 2024,7 08 2024,31 07 2024,5 08 2024,29 07 2024,29 07 2024
4500007032,30 07 2023,1002,8,1,10008,78,23 08 2023,1 09 2023,21 08 2023,30 08 2023,19 08 2023,19 08 2023
4500007033,22 07 2023,1001,4,2,20004,73,14 08 2023,9 08 2023,12 08 2023,12 08 2023,11 08 2023,11 08 2023
4500007034,16 05 2024,1003,6,1,10006,81,8 06 2024,8 06 2024,6 06 2024,6 06 2024,5 06 2024,5 06 2024
4500007035,17 05 2022,1003,6,1,10006,78,9 06 2022,8 06 2022,7 06 2022,7 06 2022,6 06 2022,6 06 2022
4500007036,27 01 2023,1002,5,1,10005,84,19 02 2023,17 02 2023,17 02 2023,17 02 2023,16 02 2023,16 02 2023
4500007037,6 06 2022,1003,6,1,10006,77,29 06 2022,28 06 2022,27 06 2022,27 06 2022,26 06 2022,26 06 2022
4500007038,18 05 2023,1002,5,1,10005,78,10 06 2023,7 06 2023,8 06 2023,8 06 2023,7 06 2023,7 06 2023
4500007039,7 05 2023,1002,8,1,10008,76,31 05 2023,31 05 2023,29 05 2023,29 05 2023,27 05 2023,27 05 2023
4500007040,26 01 2023,1002,5,1,10005,71,18 02 2023,18 02 2023,16 02 2023,16 02 2023,15 02 2023,15 02 2023
4500007041,8 03 2024,1003,6,2,20006,79,31 03 2024,27 03 2024,29 03 2024,29 03 2024,28 03 2024,28 03 2024
4500007042,19 02 2022,1002,5,1,10005,85,14 03 2022,11 03 2022,12 03 2022,12 03 2022,11 03 2022,11 03 2022
4500007043,10 02 2022,1003,6,1,10006,70,5 03 2022,10 03 2022,3 03 2022,3 03 2022,2 03 2022,2 03 2022
4500007044,5 04 2022,1002,8,1,10008,81,29 04 2022,27 04 2022,27 04 2022,27 04 2022,25 04 2022,25 04 2022
4500007045,25 07 2022,1003,6,1,10006,77,17 08 2022,24 08 2022,15 08 2022,22 08 2022,14 08 2022,21 08 2022
4500007046,25 06 2022,1002,5,1,10005,84,18 07 2022,13 07 2022,16 07 2022,16 07 2022,15 07 2022,15 07 2022
4500007047,7 01 2022,1003,6,1,10006,74,30 01 2022,4 02 2022,28 01 2022,28 01 2022,27 01 2022,27 01 2022
4500007048,1 08 2023,1001,4,1,10004,88,24 08 2023,24 08 2023,22 08 2023,22 08 2023,21 08 2023,21 08 2023
4500007049,22 04 2023,1003,6,2,20006,80,15 05 2023,10 05 2023,13 05 2023,13 05 2023,12 05 2023,12 05 2023
4500007050,5 02 2023,1001,4,1,10004,76,28 02 2023,27 02 2023,26 02 2023,26 02 2023,25 02 2023,25 02 2023
4500007051,25 06 2022,1003,6,1,10006,76,18 07 2022,21 07 2022,16 07 2022,19 07 2022,15 07 2022,15 07 2022
4500007052,31 10 2022,1003,6,2,20006,87,23 11 2022,18 11 2022,21 11 2022,21 11 2022,20 11 2022,20 11 2022
4500007053,17 06 2024,1001,7,1,10007,85,10 07 2024,8 07 2024,8 07 2024,8 07 2024,7 07 2024,7 07 2024
4500007054,12 09 2024,1002,5,1,10005,76,5 10 2024,3 10 2024,3 10 2024,3 10 2024,2 10 2024,2 10 2024
4500007055,7 10 2022,1002,8,2,20008,88,31 10 2022,8 11 2022,29 10 2022,6 11 2022,27 10 2022,4 11 2022
4500007056,21 10 2022,1002,5,1,10005,78,13 11 2022,11 11 2022,11 11 2022,11 11 2022,10 11 2022,10 11 2022
4500007057,30 06 2022,1002,8,1,10008,69,24 07 2022,21 07 2022,22 07 2022,22 07 2022,20 07 2022,20 07 2022
4500007058,21 10 2024,1003,6,1,10006,77,13 11 2024,8 11 2024,11 11 2024,11 11 2024,10 11 2024,10 11 2024
4500007059,22 01 2022,1002,5,1,10005,75,14 02 2022,14 02 2022,12 02 2022,12 02 2022,11 02 2022,11 02 2022
4500007060,23 01 2023,1002,5,1,10005,69,15 02 2023,22 02 2023,13 02 2023,20 02 2023,12 02 2023,19 02 2023
4500007061,23 08 2023,1003,6,1,10006,77,15 09 2023,15 09 2023,13 09 2023,13 09 2023,12 09 2023,12 09 2023
4500007062,6 02 2023,1001,4,1,10004,82,1 03 2023,28 02 2023,27 02 2023,27 02 2023,26 02 2023,26 02 2023
4500007063,6 01 2024,1003,6,2,20006,67,29 01 2024,26 01 2024,27 01 2024,27 01 2024,26 01 2024,26 01 2024
4500007064,21 06 2024,1001,4,1,10004,82,14 07 2024,14 07 2024,12 07 2024,12 07 2024,11 07 2024,11 07 2024
4500007065,22 09 2022,1002,5,1,10005,78,15 10 2022,12 10 2022,13 10 2022,13 10 2022,12 10 2022,12 10 2022
4500007066,19 12 2023,1001,4,1,10004,82,11 01 2024,11 01 2024,9 01 2024,9 01 2024,8 01 2024,8 01 2024
4500007067,31 10 2023,1003,6,2,20006,72,23 11 2023,23 11 2023,21 11 2023,21 11 2023,20 11 2023,20 11 2023
4500007068,19 11 2022,1001,4,1,10004,87,12 12 2022,7 12 2022,10 12 2022,10 12 2022,9 12 2022,9 12 2022
4500007069,8 04 2023,1003,6,1,10006,80,1 05 2023,1 05 2023,29 04 2023,29 04 2023,28 04 2023,28 04 2023
4500007070,20 10 2024,1001,4,1,10004,81,12 11 2024,8 11 2024,10 11 2024,10 11 2024,9 11 2024,9 11 2024
4500007071,1 09 2024,1001,4,2,20004,73,24 09 2024,24 09 2024,22 09 2024,22 09 2024,21 09 2024,21 09 2024
4500007072,24 08 2022,1001,4,1,10004,72,16 09 2022,19 09 2022,14 09 2022,17 09 2022,13 09 2022,16 09 2022
4500007073,26 11 2023,1002,8,1,10008,71,20 12 2023,18 12 2023,18 12 2023,18 12 2023,16 12 2023,16 12 2023
4500007074,22 02 2023,1002,5,2,20005,70,17 03 2023,15 03 2023,15 03 2023,15 03 2023,14 03 2023,14 03 2023
4500007075,27 11 2023,1003,6,1,10006,75,20 12 2023,20 12 2023,18 12 2023,18 12 2023,17 12 2023,17 12 2023
4500007076,12 06 2022,1002,8,2,20008,81,6 07 2022,20 07 2022,4 07 2022,18 07 2022,2 07 2022,16 07 2022
4500007077,21 05 2024,1001,4,1,10004,76,13 06 2024,12 06 2024,11 06 2024,11 06 2024,10 06 2024,10 06 2024
4500007078,15 12 2022,1001,4,2,20004,76,7 01 2023,17 01 2023,5 01 2023,15 01 2023,4 01 2023,14 01 2023
4500007079,11 05 2023,1001,4,2,20004,72,3 06 2023,1 06 2023,1 06 2023,1 06 2023,31 05 2023,31 05 2023
4500007080,6 06 2022,1001,4,1,10004,69,29 06 2022,27 06 2022,27 06 2022,27 06 2022,26 06 2022,26 06 2022
4500007081,28 09 2024,1001,4,1,10004,84,21 10 2024,17 10 2024,19 10 2024,19 10 2024,18 10 2024,18 10 2024
4500007082,6 02 2022,1001,4,2,20004,75,1 03 2022,25 02 2022,27 02 2022,27 02 2022,26 02 2022,26 02 2022
4500007083,22 11 2024,1002,5,1,10005,76,15 12 2024,11 12 2024,13 12 2024,13 12 2024,12 12 2024,12 12 2024
4500007084,31 10 2024,1003,6,1,10006,70,23 11 2024,21 11 2024,21 11 2024,21 11 2024,20 11 2024,20 11 2024
4500007085,9 10 2022,1002,5,1,10005,81,1 11 2022,28 10 2022,30 10 2022,30 10 2022,29 10 2022,29 10 2022
4500007086,7 08 2022,1001,4,2,20004,72,30 08 2022,25 08 2022,28 08 2022,28 08 2022,27 08 2022,27 08 2022
4500007087,29 09 2024,1002,8,1,10008,83,23 10 2024,23 10 2024,21 10 2024,21 10 2024,19 10 2024,19 10 2024
4500007088,4 06 2022,1001,4,2,20004,72,27 06 2022,23 06 2022,25 06 2022,25 06 2022,24 06 2022,24 06 2022
4500007089,1 08 2024,1003,6,2,20006,74,24 08 2024,23 08 2024,22 08 2024,22 08 2024,21 08 2024,21 08 2024
4500007090,27 10 2024,1002,8,1,10008,85,20 11 2024,18 11 2024,18 11 2024,18 11 2024,16 11 2024,16 11 2024
4500007091,9 06 2023,1003,6,1,10006,79,2 07 2023,2 07 2023,30 06 2023,30 06 2023,29 06 2023,29 06 2023
4500007092,19 05 2023,1001,4,2,20004,83,11 06 2023,11 06 2023,9 06 2023,9 06 2023,8 06 2023,8 06 2023
4500007093,5 08 2024,1001,4,1,10004,78,28 08 2024,27 08 2024,26 08 2024,26 08 2024,25 08 2024,25 08 2024
4500007094,15 05 2024,1001,4,2,20004,70,7 06 2024,6 06 2024,5 06 2024,5 06 2024,4 06 2024,4 06 2024
4500007095,26 01 2022,1001,4,1,10004,84,18 02 2022,17 02 2022,16 02 2022,16 02 2022,15 02 2022,15 02 2022
4500007096,19 10 2023,1002,8,1,10008,82,12 11 2023,10 11 2023,10 11 2023,10 11 2023,8 11 2023,8 11 2023
4500007097,20 03 2023,1002,5,1,10005,78,12 04 2023,10 04 2023,10 04 2023,10 04 2023,9 04 2023,9 04 2023
4500007098,11 03 2022,1003,6,1,10006,72,3 04 2022,30 03 2022,1 04 2022,1 04 2022,31 03 2022,31 03 2022
4500007099,7 05 2024,1003,6,1,10006,75,30 05 2024,27 05 2024,28 05 2024,28 05 2024,27 05 2024,27 05 2024
4500007100,14 02 2023,1001,4,1,10004,85,9 03 2023,7 03 2023,7 03 2023,7 03 2023,6 03 2023,6 03 2023
4500007101,10 09 2024,1002,8,1,10008,64,4 10 2024,3 10 2024,2 10 2024,2 10 2024,30 09 2024,30 09 2024
4500007102,1 02 2023,1002,8,1,10008,80,25 02 2023,23 02 2023,23 02 2023,23 02 2023,21 02 2023,21 02 2023
4500007103,30 12 2022,1001,4,1,10004,73,22 01 2023,20 01 2023,20 01 2023,20 01 2023,19 01 2023,19 01 2023
4500007104,23 12 2021,1002,5,2,20005,78,15 01 2022,14 01 2022,13 01 2022,13 01 2022,12 01 2022,12 01 2022
4500007105,14 04 2024,1001,4,2,20004,82,7 05 2024,2 05 2024,5 05 2024,5 05 2024,4 05 2024,4 05 2024
4500007106,10 05 2022,1002,5,1,10005,86,2 06 2022,2 06 2022,31 05 2022,31 05 2022,30 05 2022,30 05 2022
4500007107,16 04 2024,1001,4,1,10004,82,9 05 2024,14 05 2024,7 05 2024,12 05 2024,6 05 2024,11 05 2024
4500007108,22 03 2024,1002,8,1,10008,67,15 04 2024,25 04 2024,13 04 2024,23 04 2024,11 04 2024,21 04 2024
4500007109,3 02 2024,1002,5,2,20005,67,26 02 2024,22 02 2024,24 02 2024,24 02 2024,23 02 2024,23 02 2024
4500007110,16 01 2024,1002,8,1,10008,80,9 02 2024,7 02 2024,7 02 2024,7 02 2024,5 02 2024,5 02 2024
4500007111,11 02 2022,1001,4,1,10004,81,6 03 2022,2 03 2022,4 03 2022,4 03 2022,3 03 2022,3 03 2022
4500007112,10 03 2024,1001,4,1,10004,80,2 04 2024,2 04 2024,31 03 2024,31 03 2024,30 03 2024,30 03 2024
4500007113,14 11 2022,1002,5,1,10005,78,7 12 2022,6 12 2022,5 12 2022,5 12 2022,4 12 2022,4 12 2022
4500007114,11 02 2024,1002,5,1,10005,87,5 03 2024,29 02 2024,3 03 2024,3 03 2024,2 03 2024,2 03 2024
4500007115,30 06 2023,1001,4,1,10004,81,23 07 2023,21 07 2023,21 07 2023,21 07 2023,20 07 2023,20 07 2023
4500007116,18 06 2024,1002,8,1,10008,77,12 07 2024,10 07 2024,10 07 2024,10 07 2024,8 07 2024,8 07 2024
4500007117,14 11 2023,1001,4,1,10004,77,7 12 2023,5 12 2023,5 12 2023,5 12 2023,4 12 2023,4 12 2023
4500007118,4 12 2023,1003,6,1,10006,76,27 12 2023,26 12 2023,25 12 2023,25 12 2023,24 12 2023,24 12 2023
4500007119,8 12 2024,1003,6,1,10006,73,31 12 2024,27 12 2024,29 12 2024,29 12 2024,28 12 2024,28 12 2024
4500007120,28 03 2023,1002,5,1,10005,78,20 04 2023,20 04 2023,18 04 2023,18 04 2023,17 04 2023,17 04 2023
4500007121,8 09 2024,1002,5,2,20005,91,1 10 2024,26 09 2024,29 09 2024,29 09 2024,28 09 2024,28 09 2024
4500007122,9 11 2024,1001,4,1,10004,78,2 12 2024,27 11 2024,30 11 2024,30 11 2024,29 11 2024,29 11 2024
4500007123,4 07 2024,1002,5,1,10005,83,27 07 2024,24 07 2024,25 07 2024,25 07 2024,24 07 2024,24 07 2024
4500007124,11 01 2024,1002,8,2,20008,81,4 02 2024,2 02 2024,2 02 2024,2 02 2024,31 01 2024,31 01 2024
4500007125,10 08 2024,1002,8,1,10008,75,3 09 2024,2 09 2024,1 09 2024,1 09 2024,30 08 2024,30 08 2024
4500007126,17 02 2022,1001,4,1,10004,89,12 03 2022,25 03 2022,10 03 2022,23 03 2022,9 03 2022,22 03 2022
4500007127,3 10 2024,1001,4,2,20004,85,26 10 2024,24 10 2024,24 10 2024,24 10 2024,23 10 2024,23 10 2024
4500007128,2 06 2022,1002,5,1,10005,71,25 06 2022,22 06 2022,23 06 2022,23 06 2022,22 06 2022,22 06 2022
4500007129,20 06 2023,1003,6,2,20006,83,13 07 2023,11 07 2023,11 07 2023,11 07 2023,10 07 2023,10 07 2023
4500007130,17 07 2022,1001,4,1,10004,76,9 08 2022,8 08 2022,7 08 2022,7 08 2022,6 08 2022,6 08 2022
4500007131,25 12 2022,1002,8,1,10008,80,18 01 2023,17 01 2023,16 01 2023,16 01 2023,14 01 2023,14 01 2023
4500007132,27 05 2023,1001,4,1,10004,74,19 06 2023,16 06 2023,17 06 2023,17 06 2023,16 06 2023,16 06 2023
4500007133,18 10 2024,1001,4,1,10004,78,10 11 2024,21 11 2024,8 11 2024,19 11 2024,7 11 2024,18 11 2024
4500007134,20 02 2023,1002,8,1,10008,81,16 03 2023,29 03 2023,14 03 2023,27 03 2023,12 03 2023,25 03 2023
4500007135,1 11 2022,1002,8,1,10008,81,25 11 2022,24 11 2022,23 11 2022,23 11 2022,21 11 2022,21 11 2022
4500007136,24 05 2022,1001,4,2,20004,90,16 06 2022,15 06 2022,14 06 2022,14 06 2022,13 06 2022,13 06 2022
4500007137,11 06 2024,1001,4,1,10004,76,4 07 2024,1 07 2024,2 07 2024,2 07 2024,1 07 2024,1 07 2024
4500007138,29 04 2024,1001,4,1,10004,75,22 05 2024,21 05 2024,20 05 2024,20 05 2024,19 05 2024,19 05 2024
4500007139,16 09 2023,1001,4,1,10004,74,9 10 2023,16 10 2023,7 10 2023,14 10 2023,6 10 2023,13 10 2023
4500007140,30 05 2024,1002,8,1,10008,79,23 06 2024,21 06 2024,21 06 2024,21 06 2024,19 06 2024,19 06 2024
4500007141,5 06 2023,1001,4,1,10004,92,28 06 2023,26 06 2023,26 06 2023,26 06 2023,25 06 2023,25 06 2023
4500007142,19 03 2024,1001,4,1,10004,85,11 04 2024,16 04 2024,9 04 2024,9 04 2024,8 04 2024,8 04 2024
4500007143,18 05 2023,1001,4,1,10004,83,10 06 2023,9 06 2023,8 06 2023,8 06 2023,7 06 2023,7 06 2023
4500007144,23 01 2023,1002,5,1,10005,79,15 02 2023,10 02 2023,13 02 2023,13 02 2023,12 02 2023,12 02 2023
4500007145,4 12 2022,1003,6,1,10006,78,27 12 2022,23 12 2022,25 12 2022,25 12 2022,24 12 2022,24 12 2022
4500007146,16 04 2022,1002,8,2,20008,67,10 05 2022,13 05 2022,8 05 2022,11 05 2022,6 05 2022,9 05 2022
4500007147,29 08 2024,1002,8,1,10008,65,22 09 2024,20 09 2024,20 09 2024,20 09 2024,18 09 2024,18 09 2024
4500007148,1 11 2024,1001,4,2,20004,76,24 11 2024,24 11 2024,22 11 2024,22 11 2024,21 11 2024,21 11 2024
4500007149,23 04 2023,1003,6,1,10006,78,16 05 2023,12 05 2023,14 05 2023,14 05 2023,13 05 2023,13 05 2023
4500007150,9 11 2024,1002,8,2,20008,76,3 12 2024,28 11 2024,1 12 2024,1 12 2024,29 11 2024,29 11 2024
4500007151,7 01 2023,1001,4,1,10004,70,30 01 2023,30 01 2023,28 01 2023,28 01 2023,27 01 2023,27 01 2023
4500007152,30 11 2022,1003,6,1,10006,76,23 12 2022,23 12 2022,21 12 2022,21 12 2022,20 12 2022,20 12 2022
4500007153,26 03 2022,1003,6,1,10006,75,18 04 2022,14 04 2022,16 04 2022,16 04 2022,15 04 2022,15 04 2022
4500007154,24 11 2022,1002,5,1,10005,76,17 12 2022,16 12 2022,15 12 2022,15 12 2022,14 12 2022,14 12 2022
4500007155,24 02 2022,1001,4,1,10004,71,19 03 2022,19 03 2022,17 03 2022,17 03 2022,16 03 2022,16 03 2022
4500007156,28 07 2022,1002,8,2,20008,88,21 08 2022,25 08 2022,19 08 2022,23 08 2022,17 08 2022,21 08 2022
4500007157,14 05 2023,1001,4,1,10004,71,6 06 2023,2 06 2023,4 06 2023,4 06 2023,3 06 2023,3 06 2023
4500007158,6 12 2023,1001,4,1,10004,82,29 12 2023,26 12 2023,27 12 2023,27 12 2023,26 12 2023,26 12 2023
4500007159,16 07 2023,1001,4,1,10004,86,8 08 2023,4 08 2023,6 08 2023,6 08 2023,5 08 2023,5 08 2023
4500007160,3 05 2022,1002,5,1,10005,77,26 05 2022,24 05 2022,24 05 2022,24 05 2022,23 05 2022,23 05 2022
4500007161,7 02 2022,1002,5,1,10005,84,2 03 2022,28 02 2022,28 02 2022,28 02 2022,27 02 2022,27 02 2022
4500007162,25 10 2023,1002,8,1,10008,81,18 11 2023,18 11 2023,16 11 2023,16 11 2023,14 11 2023,14 11 2023
4500007163,13 08 2024,1003,6,2,20006,74,5 09 2024,5 09 2024,3 09 2024,3 09 2024,2 09 2024,2 09 2024
4500007164,24 10 2022,1003,6,1,10006,79,16 11 2022,16 11 2022,14 11 2022,14 11 2022,13 11 2022,13 11 2022
4500007165,26 09 2024,1003,6,1,10006,72,19 10 2024,22 10 2024,17 10 2024,20 10 2024,16 10 2024,19 10 2024
4500007166,24 07 2024,1002,5,1,10005,73,16 08 2024,15 08 2024,14 08 2024,14 08 2024,13 08 2024,13 08 2024
4500007167,8 09 2023,1002,8,1,10008,85,2 10 2023,29 09 2023,30 09 2023,30 09 2023,28 09 2023,28 09 2023
4500007168,16 11 2024,1001,4,1,10004,73,9 12 2024,20 12 2024,7 12 2024,18 12 2024,6 12 2024,17 12 2024
4500007169,29 07 2023,1002,5,1,10005,65,21 08 2023,31 08 2023,19 08 2023,29 08 2023,18 08 2023,28 08 2023
4500007170,19 08 2023,1002,8,1,10008,74,12 09 2023,11 09 2023,10 09 2023,10 09 2023,8 09 2023,8 09 2023
4500007171,13 02 2022,1001,4,1,10004,79,8 03 2022,4 03 2022,6 03 2022,6 03 2022,5 03 2022,5 03 2022
4500007172,31 12 2022,1003,6,2,20006,83,23 01 2023,23 01 2023,21 01 2023,21 01 2023,20 01 2023,20 01 2023
4500007173,12 01 2023,1001,4,1,10004,71,4 02 2023,4 02 2023,2 02 2023,2 02 2023,1 02 2023,1 02 2023
4500007174,1 01 2024,1002,8,1,10008,78,25 01 2024,30 01 2024,23 01 2024,28 01 2024,21 01 2024,26 01 2024
4500007175,18 02 2023,1001,4,1,10004,82,13 03 2023,10 03 2023,11 03 2023,11 03 2023,10 03 2023,10 03 2023
4500007176,27 04 2023,1002,8,1,10008,85,21 05 2023,17 05 2023,19 05 2023,19 05 2023,17 05 2023,17 05 2023
4500007177,2 11 2022,1001,4,1,10004,82,25 11 2022,25 11 2022,23 11 2022,23 11 2022,22 11 2022,22 11 2022
4500007178,26 10 2023,1003,6,1,10006,81,18 11 2023,16 11 2023,16 11 2023,16 11 2023,15 11 2023,15 11 2023
4500007179,23 06 2024,1001,4,2,20004,84,16 07 2024,12 07 2024,14 07 2024,14 07 2024,13 07 2024,13 07 2024
4500007180,17 04 2023,1003,6,1,10006,77,10 05 2023,10 05 2023,8 05 2023,8 05 2023,7 05 2023,7 05 2023
4500007181,1 05 2024,1002,5,1,10005,82,24 05 2024,22 05 2024,22 05 2024,22 05 2024,21 05 2024,21 05 2024
4500007182,20 07 2022,1001,4,1,10004,80,12 08 2022,9 08 2022,10 08 2022,10 08 2022,9 08 2022,9 08 2022
4500007183,18 02 2022,1003,6,2,20006,70,13 03 2022,21 03 2022,11 03 2022,19 03 2022,10 03 2022,18 03 2022
4500007184,6 01 2022,1001,4,1,10004,83,29 01 2022,27 01 2022,27 01 2022,27 01 2022,26 01 2022,26 01 2022
4500007185,15 04 2022,1002,8,1,10008,75,9 05 2022,9 05 2022,7 05 2022,7 05 2022,5 05 2022,5 05 2022
4500007186,18 01 2022,1002,8,1,10008,73,11 02 2022,11 02 2022,9 02 2022,9 02 2022,7 02 2022,7 02 2022
4500007187,5 05 2023,1002,8,1,10008,78,29 05 2023,24 05 2023,27 05 2023,27 05 2023,25 05 2023,25 05 2023
4500007188,7 09 2022,1001,4,1,10004,87,30 09 2022,27 09 2022,28 09 2022,28 09 2022,27 09 2022,27 09 2022
4500007189,13 04 2022,1001,4,1,10004,72,6 05 2022,6 05 2022,4 05 2022,4 05 2022,3 05 2022,3 05 2022
4500007190,3 11 2024,1003,6,1,10006,62,26 11 2024,21 11 2024,24 11 2024,24 11 2024,23 11 2024,23 11 2024
4500007191,26 07 2024,1001,4,2,20004,90,18 08 2024,14 08 2024,16 08 2024,16 08 2024,15 08 2024,15 08 2024
4500007192,11 02 2023,1001,4,1,10004,72,6 03 2023,2 03 2023,4 03 2023,4 03 2023,3 03 2023,3 03 2023
4500007193,12 04 2023,1001,4,1,10004,80,5 05 2023,3 05 2023,3 05 2023,3 05 2023,2 05 2023,2 05 2023
4500007194,14 06 2023,1002,8,1,10008,82,8 07 2023,8 07 2023,6 07 2023,6 07 2023,4 07 2023,4 07 2023
4500007195,5 07 2024,1002,5,1,10005,78,28 07 2024,25 07 2024,26 07 2024,26 07 2024,25 07 2024,25 07 2024
4500007196,1 11 2024,1003,6,1,10006,78,24 11 2024,26 11 2024,22 11 2024,24 11 2024,21 11 2024,21 11 2024
