,PurchaseOrder,PurchaseOrderCreationDate,VendorKey,PlantKey,MaterialKey,MaterialPlantKey,PurchaseOrderQuantity,PlannedGoodsReceiptDate,ActualGoodsReceiptDate,PlannedArrivalDateYard,ActualArrivalDateYard,PlannedVendorShipmentDate,ActualVendorShipmentDate,ReceiptTimeDeviation
10056,4500010056,1/13/2024,1001,4,1,10004,79,2/5/2024,1/31/2024,2/3/2024,2/3/2024,2/2/2024,2/2/2024,-5
10057,4500010057,9/10/2023,1002,8,1,10008,84,10/4/2023,10/17/2023,10/2/2023,10/15/2023,9/30/2023,10/13/2023,13
10058,4500010058,3/26/2024,1002,8,1,10008,81,4/19/2024,4/16/2024,4/17/2024,4/17/2024,4/15/2024,4/15/2024,-3
10059,4500010059,5/8/2023,1002,8,2,20008,75,6/1/2023,6/1/2023,5/30/2023,5/30/2023,5/28/2023,5/28/2023,0
10060,4500010060,2/24/2023,1001,4,1,10004,70,3/19/2023,3/30/2023,3/17/2023,3/28/2023,3/16/2023,3/27/2023,11
10061,4500010061,12/28/2023,1001,4,1,10004,90,1/20/2024,1/20/2024,1/18/2024,1/18/2024,1/17/2024,1/17/2024,0
10062,4500010062,8/21/2022,1002,5,1,10005,78,9/13/2022,9/23/2022,9/11/2022,9/21/2022,9/10/2022,9/20/2022,10
10063,4500010063,1/3/2023,1001,4,2,20004,79,1/26/2023,1/24/2023,1/24/2023,1/24/2023,1/23/2023,1/23/2023,-2
10064,4500010064,6/22/2023,1001,4,2,20004,77,7/15/2023,7/14/2023,7/13/2023,7/13/2023,7/12/2023,7/12/2023,-1
10065,4500010065,5/4/2023,1003,6,1,10006,77,5/27/2023,6/1/2023,5/25/2023,5/30/2023,5/24/2023,5/29/2023,5
10066,4500010066,10/22/2023,1001,4,1,10004,86,11/14/2023,11/10/2023,11/12/2023,11/12/2023,11/11/2023,11/11/2023,-4
10067,4500010067,8/3/2022,1002,5,2,20005,71,8/26/2022,8/25/2022,8/24/2022,8/24/2022,8/23/2022,8/23/2022,-1
10068,4500010068,1/22/2024,1001,4,1,10004,68,2/14/2024,2/14/2024,2/12/2024,2/12/2024,2/11/2024,2/11/2024,0
10069,4500010069,1/7/2022,1002,5,2,20005,84,1/30/2022,1/30/2022,1/28/2022,1/28/2022,1/27/2022,1/27/2022,0
10070,4500010070,5/24/2024,1003,6,1,10006,80,6/16/2024,6/12/2024,6/14/2024,6/14/2024,6/13/2024,6/13/2024,-4
10071,4500010071,7/24/2022,1002,8,1,10008,83,8/17/2022,8/17/2022,8/15/2022,8/15/2022,8/13/2022,8/13/2022,0
10072,4500010072,3/27/2022,1002,8,1,10008,78,4/20/2022,4/20/2022,4/18/2022,4/18/2022,4/16/2022,4/16/2022,0
10073,4500010073,4/7/2024,1003,6,2,20006,76,4/30/2024,4/25/2024,4/28/2024,4/28/2024,4/27/2024,4/27/2024,-5
10074,4500010074,10/1/2023,1001,4,1,10004,84,10/24/2023,10/20/2023,10/22/2023,10/22/2023,10/21/2023,10/21/2023,-4
10075,4500010075,11/24/2024,1001,4,1,10004,80,12/17/2024,12/13/2024,12/15/2024,12/15/2024,12/14/2024,12/14/2024,-4
10076,4500010076,4/7/2024,1003,6,1,10006,77,4/30/2024,4/29/2024,4/28/2024,4/28/2024,4/27/2024,4/27/2024,-1
10077,4500010077,7/30/2024,1001,4,1,10004,82,8/22/2024,8/27/2024,8/20/2024,8/25/2024,8/19/2024,8/24/2024,5
10078,4500010078,12/1/2024,1003,6,1,10006,71,12/24/2024,12/19/2024,12/22/2024,12/22/2024,12/21/2024,12/21/2024,-5
10079,4500010079,3/14/2022,1001,4,1,10004,69,4/6/2022,4/1/2022,4/4/2022,4/4/2022,4/3/2022,4/3/2022,-5
10080,4500010080,11/27/2022,1002,8,1,10008,62,12/21/2022,12/30/2022,12/19/2022,12/28/2022,12/17/2022,12/26/2022,9
10081,4500010081,12/26/2022,1002,8,2,20008,78,1/19/2023,1/17/2023,1/17/2023,1/17/2023,1/15/2023,1/15/2023,-2
10082,4500010082,3/14/2022,1001,4,1,10004,85,4/6/2022,4/4/2022,4/4/2022,4/4/2022,4/3/2022,4/3/2022,-2
10083,4500010083,1/1/2023,1001,4,2,20004,67,1/24/2023,1/31/2023,1/22/2023,1/29/2023,1/21/2023,1/28/2023,7
10084,4500010084,2/19/2024,1002,8,1,10008,77,3/14/2024,3/11/2024,3/12/2024,3/12/2024,3/10/2024,3/10/2024,-3
10085,4500010085,9/21/2023,1002,5,1,10005,79,10/14/2023,10/13/2023,10/12/2023,10/12/2023,10/11/2023,10/11/2023,-1
10086,4500010086,5/21/2022,1002,8,1,10008,77,6/14/2022,6/10/2022,6/12/2022,6/12/2022,6/10/2022,6/10/2022,-4
10087,4500010087,10/1/2023,1001,4,1,10004,73,10/24/2023,10/24/2023,10/22/2023,10/22/2023,10/21/2023,10/21/2023,0
10088,4500010088,12/19/2021,1003,6,1,10006,84,1/11/2022,1/7/2022,1/9/2022,1/9/2022,1/8/2022,1/8/2022,-4
10089,4500010089,7/21/2024,1001,4,1,10004,68,8/13/2024,8/26/2024,8/11/2024,8/24/2024,8/10/2024,8/23/2024,13
10090,4500010090,10/25/2023,1002,8,1,10008,78,11/18/2023,11/15/2023,11/16/2023,11/16/2023,11/14/2023,11/14/2023,-3
10091,4500010091,8/7/2023,1002,5,1,10005,93,8/30/2023,8/25/2023,8/28/2023,8/28/2023,8/27/2023,8/27/2023,-5
10092,4500010092,7/6/2022,1002,5,1,10005,80,7/29/2022,7/29/2022,7/27/2022,7/27/2022,7/26/2022,7/26/2022,0
10093,4500010093,10/3/2024,1001,4,1,10004,66,10/26/2024,10/26/2024,10/24/2024,10/24/2024,10/23/2024,10/23/2024,0
10094,4500010094,2/5/2024,1001,4,1,10004,81,2/28/2024,2/23/2024,2/26/2024,2/26/2024,2/25/2024,2/25/2024,-5
10095,4500010095,8/31/2023,1002,8,1,10008,83,9/24/2023,10/3/2023,9/22/2023,10/1/2023,9/20/2023,9/29/2023,9
10096,4500010096,2/2/2022,1003,6,1,10006,78,2/25/2022,3/9/2022,2/23/2022,2/23/2022,2/22/2022,2/22/2022,12
10097,4500010097,1/7/2022,1002,5,2,20005,74,1/30/2022,1/27/2022,1/28/2022,1/28/2022,1/27/2022,1/27/2022,-3
10098,4500010098,4/26/2022,1001,4,2,20004,73,5/19/2022,5/31/2022,5/17/2022,5/29/2022,5/16/2022,5/28/2022,12
10099,4500010099,10/26/2024,1002,5,1,10005,85,11/18/2024,11/13/2024,11/16/2024,11/16/2024,11/15/2024,11/15/2024,-5
10100,4500010100,6/2/2023,1003,6,1,10006,81,6/25/2023,7/7/2023,6/23/2023,6/23/2023,6/22/2023,6/22/2023,12
10101,4500010101,8/26/2023,1002,5,1,10005,87,9/18/2023,9/25/2023,9/16/2023,9/23/2023,9/15/2023,9/22/2023,7
10102,4500010102,12/20/2021,1001,4,1,10004,68,1/12/2022,1/12/2022,1/10/2022,1/10/2022,1/9/2022,1/9/2022,0
10103,4500010103,2/25/2024,1003,6,2,20006,87,3/19/2024,3/15/2024,3/17/2024,3/17/2024,3/16/2024,3/16/2024,-4
10104,4500010104,9/25/2023,1003,6,1,10006,66,10/18/2023,10/17/2023,10/16/2023,10/16/2023,10/15/2023,10/15/2023,-1
10105,4500010105,8/19/2024,1001,4,1,10004,77,9/11/2024,9/11/2024,9/9/2024,9/9/2024,9/8/2024,9/8/2024,0
10106,4500010106,2/13/2022,1002,8,2,20008,76,3/9/2022,3/9/2022,3/7/2022,3/7/2022,3/5/2022,3/5/2022,0
10107,4500010107,5/19/2024,1003,6,1,10006,78,6/11/2024,6/11/2024,6/9/2024,6/9/2024,6/8/2024,6/8/2024,0
10108,4500010108,1/9/2024,1003,6,2,20006,70,2/1/2024,1/29/2024,1/30/2024,1/30/2024,1/29/2024,1/29/2024,-3
10109,4500010109,4/28/2023,1001,4,1,10004,87,5/21/2023,5/18/2023,5/19/2023,5/19/2023,5/18/2023,5/18/2023,-3
10110,4500010110,1/30/2022,1001,4,1,10004,81,2/22/2022,2/21/2022,2/20/2022,2/20/2022,2/19/2022,2/19/2022,-1
10111,4500010111,5/17/2024,1002,8,1,10008,69,6/10/2024,6/7/2024,6/8/2024,6/8/2024,6/6/2024,6/6/2024,-3
10112,4500010112,6/8/2023,1001,4,1,10004,78,7/1/2023,6/28/2023,6/29/2023,6/29/2023,6/28/2023,6/28/2023,-3
10113,4500010113,10/31/2024,1003,6,1,10006,69,11/23/2024,11/20/2024,11/21/2024,11/21/2024,11/20/2024,11/20/2024,-3
10114,4500010114,6/17/2024,1002,8,1,10008,72,7/11/2024,7/11/2024,7/9/2024,7/9/2024,7/7/2024,7/7/2024,0
10115,4500010115,4/12/2024,1002,5,1,10005,72,5/5/2024,5/3/2024,5/3/2024,5/3/2024,5/2/2024,5/2/2024,-2
10116,4500010116,12/20/2023,1001,4,1,10004,77,1/12/2024,1/10/2024,1/10/2024,1/10/2024,1/9/2024,1/9/2024,-2
10117,4500010117,8/12/2024,1001,4,1,10004,86,9/4/2024,9/3/2024,9/2/2024,9/2/2024,9/1/2024,9/1/2024,-1
10118,4500010118,10/4/2024,1003,6,1,10006,75,10/27/2024,11/1/2024,10/25/2024,10/30/2024,10/24/2024,10/29/2024,5
10119,4500010119,5/29/2023,1003,6,1,10006,90,6/21/2023,6/16/2023,6/19/2023,6/19/2023,6/18/2023,6/18/2023,-5
10120,4500010120,10/25/2023,1001,4,1,10004,70,11/17/2023,11/17/2023,11/15/2023,11/15/2023,11/14/2023,11/14/2023,0
10121,4500010121,10/10/2023,1002,5,1,10005,73,11/2/2023,10/31/2023,10/31/2023,10/31/2023,10/30/2023,10/30/2023,-2
10122,4500010122,9/15/2023,1001,4,1,10004,66,10/8/2023,10/4/2023,10/6/2023,10/6/2023,10/5/2023,10/5/2023,-4
10123,4500010123,10/26/2023,1002,5,1,10005,73,11/18/2023,11/15/2023,11/16/2023,11/16/2023,11/15/2023,11/15/2023,-3
10124,4500010124,10/19/2023,1002,8,1,10008,78,11/12/2023,11/12/2023,11/10/2023,11/10/2023,11/8/2023,11/8/2023,0
10125,4500010125,11/12/2023,1003,6,1,10006,77,12/5/2023,12/4/2023,12/3/2023,12/3/2023,12/2/2023,12/2/2023,-1
10126,4500010126,1/21/2024,1001,4,1,10004,73,2/13/2024,2/13/2024,2/11/2024,2/11/2024,2/10/2024,2/10/2024,0
10127,4500010127,12/19/2023,1003,6,1,10006,71,1/11/2024,1/24/2024,1/9/2024,1/22/2024,1/8/2024,1/21/2024,13
10128,4500010128,7/3/2024,1001,4,1,10004,82,7/26/2024,7/24/2024,7/24/2024,7/24/2024,7/23/2024,7/23/2024,-2
10129,4500010129,1/29/2022,1001,4,1,10004,75,2/21/2022,2/18/2022,2/19/2022,2/19/2022,2/18/2022,2/18/2022,-3
10130,4500010130,7/1/2023,1001,4,1,10004,71,7/24/2023,7/24/2023,7/22/2023,7/22/2023,7/21/2023,7/21/2023,0
10131,4500010131,1/16/2024,1001,4,1,10004,82,2/8/2024,2/8/2024,2/6/2024,2/6/2024,2/5/2024,2/5/2024,0
10132,4500010132,8/1/2022,1003,6,1,10006,69,8/24/2022,9/6/2022,8/22/2022,9/4/2022,8/21/2022,9/3/2022,13
10133,4500010133,4/16/2022,1002,8,1,10008,63,5/10/2022,5/10/2022,5/8/2022,5/8/2022,5/6/2022,5/6/2022,0
10134,4500010134,12/6/2024,1002,5,2,20005,64,12/29/2024,12/26/2024,12/27/2024,12/27/2024,12/26/2024,12/26/2024,-3
10135,4500010135,2/12/2024,1002,8,1,10008,74,3/7/2024,3/14/2024,3/5/2024,3/12/2024,3/3/2024,3/10/2024,7
10136,4500010136,3/31/2024,1003,6,1,10006,74,4/23/2024,4/18/2024,4/21/2024,4/21/2024,4/20/2024,4/20/2024,-5
10137,4500010137,8/24/2022,1001,4,2,20004,83,9/16/2022,9/13/2022,9/14/2022,9/14/2022,9/13/2022,9/13/2022,-3
10138,4500010138,7/22/2022,1003,6,1,10006,70,8/14/2022,8/11/2022,8/12/2022,8/12/2022,8/11/2022,8/11/2022,-3
10139,4500010139,6/27/2023,1002,5,1,10005,75,7/20/2023,7/28/2023,7/18/2023,7/26/2023,7/17/2023,7/25/2023,8
10140,4500010140,8/5/2023,1001,4,2,20004,71,8/28/2023,8/28/2023,8/26/2023,8/26/2023,8/25/2023,8/25/2023,0
10141,4500010141,1/1/2023,1003,6,1,10006,75,1/24/2023,1/23/2023,1/22/2023,1/22/2023,1/21/2023,1/21/2023,-1
10142,4500010142,2/15/2024,1003,6,2,20006,84,3/9/2024,3/6/2024,3/7/2024,3/7/2024,3/6/2024,3/6/2024,-3
10143,4500010143,1/1/2023,1001,4,1,10004,72,1/24/2023,2/3/2023,1/22/2023,2/1/2023,1/21/2023,1/31/2023,10
10144,4500010144,1/4/2023,1002,5,1,10005,70,1/27/2023,1/24/2023,1/25/2023,1/25/2023,1/24/2023,1/24/2023,-3
10145,4500010145,11/24/2022,1002,5,1,10005,80,12/17/2022,12/29/2022,12/15/2022,12/15/2022,12/14/2022,12/14/2022,12
10146,4500010146,2/18/2024,1002,8,1,10008,83,3/13/2024,3/15/2024,3/11/2024,3/13/2024,3/9/2024,3/11/2024,2
10147,4500010147,12/1/2023,1001,4,1,10004,79,12/24/2023,1/3/2024,12/22/2023,1/1/2024,12/21/2023,12/31/2023,10
10148,4500010148,5/7/2023,1001,4,1,10004,73,5/30/2023,5/30/2023,5/28/2023,5/28/2023,5/27/2023,5/27/2023,0
10149,4500010149,12/20/2022,1001,4,1,10004,82,1/12/2023,1/12/2023,1/10/2023,1/10/2023,1/9/2023,1/9/2023,0
10150,4500010150,4/21/2022,1003,6,1,10006,66,5/14/2022,5/16/2022,5/12/2022,5/14/2022,5/11/2022,5/13/2022,2
10151,4500010151,12/31/2021,1001,4,1,10004,88,1/23/2022,1/21/2022,1/21/2022,1/21/2022,1/20/2022,1/20/2022,-2
10152,4500010152,6/24/2024,1002,5,1,10005,89,7/17/2024,7/15/2024,7/15/2024,7/15/2024,7/14/2024,7/14/2024,-2
10153,4500010153,4/1/2023,1001,4,1,10004,86,4/24/2023,4/21/2023,4/22/2023,4/22/2023,4/21/2023,4/21/2023,-3
10154,4500010154,6/4/2023,1002,5,1,10005,70,6/27/2023,6/27/2023,6/25/2023,6/25/2023,6/24/2023,6/24/2023,0
10155,4500010155,6/12/2022,1002,5,1,10005,83,7/5/2022,6/30/2022,7/3/2022,7/3/2022,7/2/2022,7/2/2022,-5
10156,4500010156,6/3/2024,1001,4,2,20004,78,6/26/2024,6/25/2024,6/24/2024,6/24/2024,6/23/2024,6/23/2024,-1
10157,4500010157,7/15/2022,1001,4,1,10004,76,8/7/2022,8/4/2022,8/5/2022,8/5/2022,8/4/2022,8/4/2022,-3
10158,4500010158,11/11/2023,1003,6,1,10006,69,12/4/2023,12/14/2023,12/2/2023,12/12/2023,12/1/2023,12/11/2023,10
10159,4500010159,5/31/2022,1002,8,1,10008,80,6/24/2022,7/1/2022,6/22/2022,6/29/2022,6/20/2022,6/27/2022,7
10160,4500010160,3/12/2023,1003,6,1,10006,78,4/4/2023,4/3/2023,4/2/2023,4/2/2023,4/1/2023,4/1/2023,-1
10161,4500010161,5/17/2024,1001,4,1,10004,85,6/9/2024,6/5/2024,6/7/2024,6/7/2024,6/6/2024,6/6/2024,-4
10162,4500010162,12/12/2022,1002,8,2,20008,85,1/5/2023,1/2/2023,1/3/2023,1/3/2023,1/1/2023,1/1/2023,-3
10163,4500010163,10/23/2024,1001,4,1,10004,70,11/15/2024,11/14/2024,11/13/2024,11/13/2024,11/12/2024,11/12/2024,-1
10164,4500010164,4/30/2023,1003,6,2,20006,81,5/23/2023,5/18/2023,5/21/2023,5/21/2023,5/20/2023,5/20/2023,-5
10165,4500010165,7/14/2022,1002,8,1,10008,81,8/7/2022,8/5/2022,8/5/2022,8/5/2022,8/3/2022,8/3/2022,-2
10166,4500010166,12/27/2023,1001,4,1,10004,75,1/19/2024,1/17/2024,1/17/2024,1/17/2024,1/16/2024,1/16/2024,-2
10167,4500010167,5/12/2024,1002,8,2,20008,81,6/5/2024,6/5/2024,6/3/2024,6/3/2024,6/1/2024,6/1/2024,0
10168,4500010168,7/17/2022,1002,5,1,10005,79,8/9/2022,8/5/2022,8/7/2022,8/7/2022,8/6/2022,8/6/2022,-4
10169,4500010169,8/20/2024,1001,4,1,10004,86,9/12/2024,9/9/2024,9/10/2024,9/10/2024,9/9/2024,9/9/2024,-3
10170,4500010170,8/7/2022,1002,5,2,20005,67,8/30/2022,8/29/2022,8/28/2022,8/28/2022,8/27/2022,8/27/2022,-1
10171,4500010171,7/10/2023,1002,5,1,10005,81,8/2/2023,8/1/2023,7/31/2023,7/31/2023,7/30/2023,7/30/2023,-1
10172,4500010172,8/9/2022,1002,5,1,10005,85,9/1/2022,9/1/2022,8/30/2022,8/30/2022,8/29/2022,8/29/2022,0
10173,4500010173,4/3/2022,1002,8,1,10008,70,4/27/2022,4/26/2022,4/25/2022,4/25/2022,4/23/2022,4/23/2022,-1
10174,4500010174,8/7/2023,1002,5,1,10005,83,8/30/2023,8/29/2023,8/28/2023,8/28/2023,8/27/2023,8/27/2023,-1
10175,4500010175,10/25/2023,1002,8,2,20008,77,11/18/2023,11/28/2023,11/16/2023,11/26/2023,11/14/2023,11/24/2023,10
10176,4500010176,9/20/2024,1003,6,1,10006,73,10/13/2024,10/10/2024,10/11/2024,10/11/2024,10/10/2024,10/10/2024,-3
10177,4500010177,8/16/2023,1002,8,1,10008,80,9/9/2023,9/8/2023,9/7/2023,9/7/2023,9/5/2023,9/5/2023,-1
10178,4500010178,7/22/2023,1001,4,1,10004,80,8/14/2023,8/14/2023,8/12/2023,8/12/2023,8/11/2023,8/11/2023,0
10179,4500010179,3/15/2023,1001,4,2,20004,73,4/7/2023,4/11/2023,4/5/2023,4/9/2023,4/4/2023,4/8/2023,4
10180,4500010180,6/8/2023,1001,4,1,10004,84,7/1/2023,7/1/2023,6/29/2023,6/29/2023,6/28/2023,6/28/2023,0
10181,4500010181,11/25/2024,1002,5,1,10005,82,12/18/2024,12/13/2024,12/16/2024,12/16/2024,12/15/2024,12/15/2024,-5
10182,4500010182,12/23/2022,1002,5,1,10005,82,1/15/2023,1/12/2023,1/13/2023,1/13/2023,1/12/2023,1/12/2023,-3
10183,4500010183,11/19/2024,1003,6,1,10006,75,12/12/2024,12/10/2024,12/10/2024,12/10/2024,12/9/2024,12/9/2024,-2
10184,4500010184,3/2/2022,1003,6,1,10006,81,3/25/2022,3/23/2022,3/23/2022,3/23/2022,3/22/2022,3/22/2022,-2
10185,4500010185,10/6/2023,1003,6,1,10006,74,10/29/2023,10/26/2023,10/27/2023,10/27/2023,10/26/2023,10/26/2023,-3
10186,4500010186,8/20/2022,1002,5,1,10005,72,9/12/2022,9/7/2022,9/10/2022,9/10/2022,9/9/2022,9/9/2022,-5
10187,4500010187,6/22/2022,1001,4,1,10004,75,7/15/2022,7/15/2022,7/13/2022,7/13/2022,7/12/2022,7/12/2022,0
10188,4500010188,2/6/2023,1003,6,1,10006,78,3/1/2023,3/9/2023,2/27/2023,3/7/2023,2/26/2023,3/6/2023,8
10189,4500010189,9/25/2023,1003,6,1,10006,67,10/18/2023,10/16/2023,10/16/2023,10/16/2023,10/15/2023,10/15/2023,-2
10190,4500010190,5/12/2022,1001,4,1,10004,71,6/4/2022,6/7/2022,6/2/2022,6/5/2022,6/1/2022,6/4/2022,3
10191,4500010191,8/9/2022,1002,8,2,20008,81,9/2/2022,9/2/2022,8/31/2022,8/31/2022,8/29/2022,8/29/2022,0
10192,4500010192,2/20/2022,1001,4,1,10004,77,3/15/2022,3/14/2022,3/13/2022,3/13/2022,3/12/2022,3/12/2022,-1
10193,4500010193,10/17/2024,1003,6,1,10006,87,11/9/2024,11/9/2024,11/7/2024,11/7/2024,11/6/2024,11/6/2024,0
10194,4500010194,6/4/2022,1001,4,1,10004,77,6/27/2022,6/27/2022,6/25/2022,6/25/2022,6/24/2022,6/24/2022,0
10195,4500010195,1/8/2023,1001,4,1,10004,82,1/31/2023,1/31/2023,1/29/2023,1/29/2023,1/28/2023,1/28/2023,0
10196,4500010196,12/5/2022,1001,4,1,10004,86,12/28/2022,12/30/2022,12/26/2022,12/28/2022,12/25/2022,12/27/2022,2
10197,4500010197,1/31/2023,1001,4,2,20004,67,2/23/2023,2/23/2023,2/21/2023,2/21/2023,2/20/2023,2/20/2023,0
10198,4500010198,3/3/2024,1002,8,1,10008,69,3/27/2024,3/26/2024,3/25/2024,3/25/2024,3/23/2024,3/23/2024,-1
10199,4500010199,10/8/2024,1002,8,1,10008,75,11/1/2024,10/29/2024,10/30/2024,10/30/2024,10/28/2024,10/28/2024,-3
10200,4500010200,9/28/2023,1003,6,1,10006,86,10/21/2023,10/20/2023,10/19/2023,10/19/2023,10/18/2023,10/18/2023,-1
10201,4500010201,12/15/2021,1002,8,1,10008,84,1/8/2022,1/5/2022,1/6/2022,1/6/2022,1/4/2022,1/4/2022,-3
10202,4500010202,11/15/2023,1002,8,1,10008,79,12/9/2023,12/6/2023,12/7/2023,12/7/2023,12/5/2023,12/5/2023,-3
10203,4500010203,10/11/2022,1002,5,1,10005,87,11/3/2022,11/2/2022,11/1/2022,11/1/2022,10/31/2022,10/31/2022,-1
10204,4500010204,8/24/2022,1002,5,2,20005,88,9/16/2022,9/14/2022,9/14/2022,9/14/2022,9/13/2022,9/13/2022,-2
10205,4500010205,1/13/2023,1003,6,2,20006,75,2/5/2023,2/3/2023,2/3/2023,2/3/2023,2/2/2023,2/2/2023,-2
10206,4500010206,7/27/2023,1001,4,1,10004,81,8/19/2023,8/18/2023,8/17/2023,8/17/2023,8/16/2023,8/16/2023,-1
10207,4500010207,6/4/2023,1002,8,2,20008,87,6/28/2023,6/28/2023,6/26/2023,6/26/2023,6/24/2023,6/24/2023,0
10208,4500010208,11/4/2024,1001,4,1,10004,76,11/27/2024,11/22/2024,11/25/2024,11/25/2024,11/24/2024,11/24/2024,-5
10209,4500010209,12/24/2022,1001,4,1,10004,77,1/16/2023,1/13/2023,1/14/2023,1/14/2023,1/13/2023,1/13/2023,-3
10210,4500010210,2/18/2023,1002,5,2,20005,76,3/13/2023,3/10/2023,3/11/2023,3/11/2023,3/10/2023,3/10/2023,-3
10211,4500010211,4/30/2024,1003,6,1,10006,78,5/23/2024,6/4/2024,5/21/2024,6/2/2024,5/20/2024,6/1/2024,12
10212,4500010212,11/2/2024,1001,4,1,10004,79,11/25/2024,11/25/2024,11/23/2024,11/23/2024,11/22/2024,11/22/2024,0
10213,4500010213,1/7/2024,1001,4,1,10004,67,1/30/2024,1/30/2024,1/28/2024,1/28/2024,1/27/2024,1/27/2024,0
10214,4500010214,5/20/2022,1002,5,1,10005,71,6/12/2022,6/16/2022,6/10/2022,6/14/2022,6/9/2022,6/13/2022,4
10215,4500010215,5/29/2022,1002,5,1,10005,83,6/21/2022,7/4/2022,6/19/2022,7/2/2022,6/18/2022,7/1/2022,13
10216,4500010216,5/30/2023,1002,5,1,10005,90,6/22/2023,6/21/2023,6/20/2023,6/20/2023,6/19/2023,6/19/2023,-1
10217,4500010217,3/27/2022,1001,4,1,10004,79,4/19/2022,4/15/2022,4/17/2022,4/17/2022,4/16/2022,4/16/2022,-4
10218,4500010218,4/1/2022,1003,6,2,20006,71,4/24/2022,4/24/2022,4/22/2022,4/22/2022,4/21/2022,4/21/2022,0
10219,4500010219,7/29/2022,1003,6,1,10006,77,8/21/2022,8/18/2022,8/19/2022,8/19/2022,8/18/2022,8/18/2022,-3
10220,4500010220,11/20/2024,1001,4,1,10004,86,12/13/2024,12/13/2024,12/11/2024,12/11/2024,12/10/2024,12/10/2024,0
10221,4500010221,8/6/2024,1001,4,2,20004,88,8/29/2024,9/10/2024,8/27/2024,9/8/2024,8/26/2024,9/7/2024,12
10222,4500010222,5/28/2023,1002,5,1,10005,73,6/20/2023,6/23/2023,6/18/2023,6/21/2023,6/17/2023,6/20/2023,3
10223,4500010223,1/27/2023,1003,6,2,20006,78,2/19/2023,2/19/2023,2/17/2023,2/17/2023,2/16/2023,2/16/2023,0
10224,4500010224,11/16/2022,1003,6,2,20006,71,12/9/2022,12/6/2022,12/7/2022,12/7/2022,12/6/2022,12/6/2022,-3
10225,4500010225,8/8/2022,1002,8,1,10008,72,9/1/2022,9/1/2022,8/30/2022,8/30/2022,8/28/2022,8/28/2022,0
10226,4500010226,5/29/2023,1002,8,1,10008,79,6/22/2023,6/22/2023,6/20/2023,6/20/2023,6/18/2023,6/18/2023,0
10227,4500010227,9/22/2024,1001,4,2,20004,85,10/15/2024,10/21/2024,10/13/2024,10/19/2024,10/12/2024,10/18/2024,6
10228,4500010228,11/3/2024,1002,8,2,20008,86,11/27/2024,11/22/2024,11/25/2024,11/25/2024,11/23/2024,11/23/2024,-5
10229,4500010229,4/27/2022,1002,8,1,10008,74,5/21/2022,5/21/2022,5/19/2022,5/19/2022,5/17/2022,5/17/2022,0
10230,4500010230,2/27/2022,1001,4,1,10004,75,3/22/2022,3/21/2022,3/20/2022,3/20/2022,3/19/2022,3/19/2022,-1
10231,4500010231,11/25/2024,1002,5,1,10005,78,12/18/2024,12/13/2024,12/16/2024,12/16/2024,12/15/2024,12/15/2024,-5
10232,4500010232,5/7/2022,1001,4,1,10004,77,5/30/2022,5/26/2022,5/28/2022,5/28/2022,5/27/2022,5/27/2022,-4
10233,4500010233,12/28/2022,1003,6,1,10006,91,1/20/2023,1/17/2023,1/18/2023,1/18/2023,1/17/2023,1/17/2023,-3
10234,4500010234,4/11/2023,1001,4,1,10004,76,5/4/2023,5/9/2023,5/2/2023,5/7/2023,5/1/2023,5/6/2023,5
10235,4500010235,9/1/2022,1001,4,2,20004,82,9/24/2022,9/28/2022,9/22/2022,9/26/2022,9/21/2022,9/21/2022,4
10236,4500010236,12/29/2021,1002,8,2,20008,77,1/22/2022,1/19/2022,1/20/2022,1/20/2022,1/18/2022,1/18/2022,-3
10237,4500010237,11/20/2024,1002,8,1,10008,83,12/14/2024,12/13/2024,12/12/2024,12/12/2024,12/10/2024,12/10/2024,-1
10238,4500010238,1/7/2024,1001,4,1,10004,75,1/30/2024,1/29/2024,1/28/2024,1/28/2024,1/27/2024,1/27/2024,-1
10239,4500010239,11/26/2024,1001,4,1,10004,76,12/19/2024,12/16/2024,12/17/2024,12/17/2024,12/16/2024,12/16/2024,-3
10240,4500010240,4/15/2024,1003,6,1,10006,74,5/8/2024,5/6/2024,5/6/2024,5/6/2024,5/5/2024,5/5/2024,-2
10241,4500010241,8/27/2022,1001,4,1,10004,74,9/19/2022,9/15/2022,9/17/2022,9/17/2022,9/16/2022,9/16/2022,-4
10242,4500010242,12/24/2022,1002,8,1,10008,84,1/17/2023,1/24/2023,1/15/2023,1/15/2023,1/13/2023,1/13/2023,7
10243,4500010243,6/6/2022,1001,4,1,10004,72,6/29/2022,6/29/2022,6/27/2022,6/27/2022,6/26/2022,6/26/2022,0
10244,4500010244,4/1/2024,1003,6,2,20006,84,4/24/2024,4/23/2024,4/22/2024,4/22/2024,4/21/2024,4/21/2024,-1
10245,4500010245,12/15/2022,1001,4,2,20004,76,1/7/2023,1/11/2023,1/5/2023,1/9/2023,1/4/2023,1/8/2023,4
10246,4500010246,6/5/2022,1003,6,1,10006,84,6/28/2022,6/23/2022,6/26/2022,6/26/2022,6/25/2022,6/25/2022,-5
10247,4500010247,8/12/2023,1002,5,1,10005,59,9/4/2023,9/4/2023,9/2/2023,9/2/2023,9/1/2023,9/1/2023,0
10248,4500010248,11/6/2022,1001,4,1,10004,84,11/29/2022,11/29/2022,11/27/2022,11/27/2022,11/26/2022,11/26/2022,0
